USBlyzer Report

Capture List

Type,Seq,Time,Elapsed,Duration,Request,Request Details,Raw Data,I/O,C:I:E,Device Object,Device Name,Driver Name,IRP,Status
URB,0391,21:05:19.336,12.487018 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 08 77 0B 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 08 77 0B 00 00 04 C4 7C
URB,0392-0391,21:05:19.339,12.489684 s,2.667 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0393-0390,21:05:19.387,12.537763 s,51.040 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 9F 1E 01 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 9F 1E 01 00 19 00 00 00 08 01 77 0B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C5 AD 3D 04 D6 08 F3 A1 D5 08 09 01 44 00 04 04 00 00 00 00 A4 D6 42 04 D6 08 F8 A1 D5 08 09 06 00 00 00 00 00 00 00 00 D8 8A 61 04 D6 08 17 A2 D5 08 09 3B 00 00 00 00 00 00 00 00 82 60 A9 04 D6 08 5F A2 D5 08 09 01 44 00 04 04 00 00 00 00 39 20 AB 04 D6 08 61 A2 D5 08 09 06 00 00 00 00 00 00 00 00 FF AC AC 04 D6 08 62 A2 D5 08 09 09 00 00 00 00 00 00 00 00 DD 49 AE 04 D6 08 64 A2 D5 08 09 0A 00 00 00 00 00 00 00 00 BD 9F AE 04 D6 08 64 A2 D5 08 09 0B 00 00 00 00 00 00 00 00 9E 74 B2 04 D6 08 68 A2 D5 08 09 01 41 00 04 04 00 00 00 00 5B 40 D0 04 D6 08 86 A2 D5 08 09 3B 00 00 00 00 00 00 00 00 64 9A 09 05 D6 08 BF A2 D5 08 09 01 40 00 04 04 00 00 00 00 78 CC 28 05 D6 08
URB,0394,21:05:19.387,12.537773 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0395,21:05:19.387,12.538049 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 08 7B 0B 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 08 7B 0B 00 00 04 EF F7
URB,0396-0395,21:05:19.390,12.540772 s,2.723 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0397-0394,21:05:19.438,12.588834 s,51.061 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 03 1F 01 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 03 1F 01 00 19 00 00 00 08 01 7B 0B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A4 B6 B7 35 D6 08 6D D3 D5 08 09 09 00 00 00 00 00 00 00 00 DC C7 B9 35 D6 08 6F D3 D5 08 09 06 00 00 00 00 00 00 00 00 C1 58 BB 35 D6 08 71 D3 D5 08 09 0C 00 00 00 00 00 00 00 00 E1 61 BB 35 D6 08 71 D3 D5 08 09 11 00 00 00 00 00 00 00 00 2C 6C BD 35 D6 08 73 D3 D5 08 09 12 00 00 00 00 00 00 00 00 4E B7 BE 35 D6 08 74 D3 D5 08 09 13 00 00 00 00 00 00 00 00 19 2C BE 35 D6 08 74 D3 D5 08 09 0C 00 00 00 00 00 00 00 00 B3 E7 DD 35 D6 08 93 D3 D5 08 09 3B 00 00 00 00 00 00 00 00 20 3D 7B 36 D6 08 31 D4 D5 08 09 01 3A 00 04 04 00 00 00 00 C4 AB 99 36 D6 08 4F D4 D5 08 09 3B 00 00 00 00 00 00 00 00 CE 61 15 38 D6 08 CB D5 D5 08 09 01 3A 00 04 04 00 00 00 00 60 CE 34 38 D6 08
URB,0398,21:05:19.438,12.588842 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0399,21:05:19.438,12.589119 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 08 7F 0B 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 08 7F 0B 00 00 01 4C 2E
URB,0400-0399,21:05:19.441,12.591737 s,2.619 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0401-0398,21:05:19.467,12.617803 s,28.961 ms,Bulk or Interrupt Transfer,534 bytes data,01 16 02 01 67 1F 01 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 16 02 01 67 1F 01 00 13 00 00 00 08 01 7F 0B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5E 61 2A 83 D6 08 E0 20 D6 08 09 0A 00 00 00 00 00 00 00 00 81 9A 2B 83 D6 08 E1 20 D6 08 09 0B 00 00 00 00 00 00 00 00 F2 FA 2E 83 D6 08 E5 20 D6 08 09 01 5C 00 04 04 00 00 00 00 2D BD 4D 83 D6 08 03 21 D6 08 09 3B 00 00 00 00 00 00 00 00 FB 52 B9 83 D6 08 6F 21 D6 08 09 01 5A 00 04 04 00 00 00 00 67 D7 D8 83 D6 08 8E 21 D6 08 09 3B 00 00 00 00 00 00 00 00 5C 7D 1C 85 D6 08 D2 22 D6 08 09 01 5B 00 04 04 00 00 00 00 E2 4E 3A 85 D6 08 F0 22 D6 08 09 3B 00 00 00 00 00 00 00 00 22 59 04 86 D6 08 BA 23 D6 08 09 01 59 00 04 04 00 00 00 00 8A EB 22 86 D6 08 D8 23 D6 08 09 3B 00 00 00 00 00 00 00 00 53 58 52 86 D6 08 08 24 D6 08 09 01 59 00 04 04 00 00 00 00 82 D2 70 86 D6 08
URB,0402,21:05:19.467,12.617811 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0403,21:05:19.467,12.618075 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 09 26 69,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 09 26 69
URB,0404-0403,21:05:19.470,12.620835 s,2.760 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0405-0402,21:05:19.488,12.637832 s,20.022 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 FF FF FF FF...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 FF FF FF FF FF FF FF FF CD 1D
URB,0406,21:05:19.488,12.637839 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0407,21:05:19.488,12.638036 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 0A 45 59,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 0A 45 59
URB,0408-0407,21:05:19.491,12.640812 s,2.775 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0409-0406,21:05:19.507,12.657733 s,19.894 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 1F 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 1F 00 00 00 22 00 00 00 7C 85
URB,0410,21:05:19.507,12.657740 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0411,21:05:19.532,12.682465 s,,Bulk or Interrupt Transfer,11 bytes data,01 0B 00 12 0A 22 00 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0B 00 12 0A 22 00 00 00 C0 30
URB,0412-0411,21:05:19.534,12.683774 s,1.309 ms,Bulk or Interrupt Transfer,11 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0413-0410,21:05:19.560,12.710768 s,53.029 ms,Bulk or Interrupt Transfer,34 bytes data,01 22 00 01 1E 04 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 22 00 01 1E 04 00 00 15 00 00 00 0A 01 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4F EB 37 46
URB,0414,21:05:19.560,12.710777 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0415,21:05:19.570,12.720514 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 0A 22 00 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 0A 22 00 00 00 01 5B 8F
URB,0416-0415,21:05:19.571,12.721769 s,1.255 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0417-0414,21:05:19.589,12.739866 s,29.089 ms,Bulk or Interrupt Transfer,534 bytes data,01 16 02 01 1E 04 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 16 02 01 1E 04 00 00 15 00 00 00 0A 01 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4F EB 49 F5 D0 08 FF 92 D0 08 87 00 2B F5 D0 08 32 86 49 5B D1 08 FF F8 D0 08 37 00 2B 5B D1 08 03 E0 DD CB D1 08 93 69 D1 08 4B 00 BF CB D1 08 C6 F9 EB E5 D1 08 A1 83 D1 08 5F 00 CD E5 D1 08 21 F5 17 17 D2 08 CD B4 D1 08 44 00 F9 16 D2 08 4C A6 0D AF D2 08 C3 4C D2 08 49 00 EF AE D2 08 00 11 A0 18 D3 08 56 B6 D2 08 47 00 82 18 D3 08 A5 27 0C AE D3 08 C2 4B D3 08 51 00 EE AD D3 08 59 BE 14 F8 D3 08 CA 95 D3 08 2E 00 F6 F7 D3 08 97 5D 32 6A D4 08 E8 07 D4 08 39 00 14 6A D4 08 AA F8 1E BB D4 08 D4 58 D4 08 56 00 00 BB D4 08 73 08 BA 06 D5 08 70 A4 D4 08 67 00 9C 06 D5 08 91 44 0C 50 D5 08 C2 ED D4 08 51 00 EE 4F D5 08 D3 04 2B 50 D5 08 E1 ED D4 08 51 00 0D 50 D5 08 BC 11
URB,0418,21:05:19.589,12.739874 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0419,21:05:19.589,12.740091 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 0B 64 49,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 0B 64 49
URB,0420-0419,21:05:19.592,12.742776 s,2.685 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0421-0418,21:05:19.609,12.759828 s,19.955 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 5D 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 5D 00 00 00 75 00 00 00 1C D8
URB,0422,21:05:19.609,12.759837 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0423,21:05:19.610,12.760422 s,,Bulk or Interrupt Transfer,11 bytes data,01 0B 00 12 0B 73 00 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0B 00 12 0B 73 00 00 00 1E 99
URB,0424-0423,21:05:19.613,12.762855 s,2.433 ms,Bulk or Interrupt Transfer,11 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0425-0422,21:05:19.639,12.789827 s,29.990 ms,Bulk or Interrupt Transfer,34 bytes data,01 22 00 01 3B 0B 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 22 00 01 3B 0B 00 00 19 00 00 00 0B 01 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 46 D3 E1 56
URB,0426,21:05:19.639,12.789834 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0427,21:05:19.639,12.789956 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 0B 73 00 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 0B 73 00 00 00 03 DA 55
URB,0428-0427,21:05:19.642,12.792831 s,2.875 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0429-0426,21:05:19.686,12.836912 s,47.078 ms,Bulk or Interrupt Transfer,1590 bytes data,01 36 06 01 3B 0B 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 36 06 01 3B 0B 00 00 19 00 00 00 0B 01 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 46 D3 CE 7F D0 08 84 1D D0 08 01 00 64 1D D0 08 04 00 00 00 E9 8B 81 B1 D0 08 37 4F D0 08 02 00 14 4F D0 08 5E 01 00 00 CC FA 2C D2 D0 08 E2 6F D0 08 01 00 A8 6F D0 08 0B 00 00 00 D2 F6 2F D7 D0 08 E5 74 D0 08 01 00 D0 74 D0 08 03 00 00 00 C6 50 B9 D8 D0 08 6F 76 D0 08 01 00 38 76 D0 08 04 00 00 00 40 2F 00 ED D0 08 B6 8A D0 08 02 00 9C 8A D0 08 FA 00 00 00 80 37 7F F5 D0 08 35 93 D0 08 02 00 0C 93 D0 08 64 00 00 00 83 69 A6 5B D1 08 5C F9 D0 08 02 00 3C F9 D0 08 F4 01 00 00 A9 20 96 CC D1 08 4C 6A D1 08 02 00 34 6A D1 08 58 02 00 00 73 F1 9A CC D1 08 50 6A D1 08 02 00 34 6A D1 08 2C 01 00 00 56 F1 77 E6 D1 08 2D 84 D1 08 02 00 FC 83 D1 08 96 00 00 00 C9 A0 59 17 D2 08
URB,0430,21:05:19.686,12.836920 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0431,21:05:19.687,12.837258 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 0C 83 39,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 0C 83 39
URB,0432-0431,21:05:19.689,12.839900 s,2.643 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0433-0430,21:05:19.708,12.857851 s,20.931 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 00 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 00 00 00 00 03 00 00 00 F0 20
URB,0434,21:05:19.708,12.857858 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0435,21:05:19.708,12.858173 s,,Bulk or Interrupt Transfer,11 bytes data,01 0B 00 12 0C 03 00 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0B 00 12 0C 03 00 00 00 BF BC
URB,0436-0435,21:05:19.710,12.860825 s,2.652 ms,Bulk or Interrupt Transfer,11 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0437-0434,21:05:19.738,12.887872 s,30.014 ms,Bulk or Interrupt Transfer,34 bytes data,01 22 00 01 1E 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 22 00 01 1E 00 00 00 0A 00 00 00 0C 03 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 62 D0 15 9D
URB,0438,21:05:19.738,12.887880 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
Cleanup,0439,21:05:19.842,12.994861 s,,Cleanup,Dexcom.Studio.exe,,,,FFFFFA8004F8A7F0h,USBSER000,usbser,FFFFFA80063E4AB0h,
Cleanup,0440-0439,21:05:19.842,12.994867 s,7 us,Cleanup,Dexcom.Studio.exe,,,,FFFFFA8004F8A7F0h,USBSER000,usbser,FFFFFA80063E4AB0h,Success
Close,0441,21:05:19.842,12.994870 s,,Close,,,,,FFFFFA8004F8A7F0h,USBSER000,usbser,FFFFFA80063E4AB0h,
URB,0442,21:05:19.842,12.994877 s,,Class Interface,Set Control Line State (Ifc:0),,out,,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA8004555860h,
URB,0443-0442,21:05:19.851,13.001987 s,7.110 ms,Control Transfer,Set Control Line State (Ifc:0),,out,--:--:00,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA8004555860h,Success (Success)
Close,0444-0441,21:05:19.851,13.001995 s,7.126 ms,Close,,,,,FFFFFA8004F8A7F0h,USBSER000,usbser,FFFFFA80063E4AB0h,Success

This report was generated by USBlyzer http://www.usblyzer.com/
